MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,MoSold,SaleType,SaleCondition,SalePrice,TotalSF,Age,RemodAge,TotalBath,TotalPorchSF
50,191004.99478714162,75.0,12508,206101.6652892562,180183.74675819985,176938.0475285171,156270.1224489796,184495.49206349207,143116.74025974027,6,7,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,3,3,149805.714511041,4,3,192789.65789473685,161573.06818181818,660,323,5,1,186810.63745318353,1750,4,1,3,7,180921.1951665826,0,202892.65632183908,1989.0,142156.42314049587,1,3,7,173401.8366219416,175202.21953255427,160000,2733,68,23,3.0,401
20,191004.99478714162,70.0,9100,164754.81837837838,180183.74675819985,176938.0475285171,197965.77333333335,184495.49206349207,175985.4779614325,7,5,218876.93356643355,213732.90097087377,214432.46031746033,156958.24311926606,0.0,4,3,225230.44204018547,4,3,165652.29590766,235413.72009569377,24,1836,5,1,186810.63745318353,1836,3,1,4,8,183429.14705882352,4,202892.65632183908,2004.0,240052.6903409091,2,3,10,173401.8366219416,175202.21953255427,216837,3696,2,1,2.0,153
60,191004.99478714162,47.0,53504,239833.36585365853,231533.94,223854.6170212766,310498.99251332076,184495.49206349207,210051.76404494382,8,5,218876.93356643355,231690.65573770492,161328.94736842104,204691.87191011236,603.0,5,3,225230.44204018547,4,3,257689.80597014926,161573.06818181818,1416,234,5,1,186810.63745318353,3279,4,1,5,12,180921.1951665826,4,254751.73863636365,2003.0,240052.6903409091,3,3,6,173401.8366219416,175202.21953255427,538000,4929,7,7,4.5,749
85,191004.99478714162,71.0,7252,206101.6652892562,180183.74675819985,223854.6170212766,136793.13513513515,184495.49206349207,135074.48648648648,5,5,218876.93356643355,149841.64563106795,148386.0659898477,156958.24311926606,0.0,3,3,149805.714511041,4,3,206643.42081447964,235413.72009569377,685,173,3,1,186810.63745318353,858,2,1,3,5,183429.14705882352,0,134091.16279069768,1983.0,142156.42314049587,2,3,4,173401.8366219416,175202.21953255427,134900,1716,27,27,2.0,120
20,191004.99478714162,67.0,8877,164754.81837837838,180183.74675819985,176938.0475285171,128219.7,184495.49206349207,175985.4779614325,4,5,171483.95617879054,149841.64563106795,148386.0659898477,156958.24311926606,0.0,3,3,149805.714511041,2,2,165652.29590766,151852.7027027027,836,0,3,1,107675.44444983017,1220,2,1,3,6,183429.14705882352,0,134091.16279069768,1951.0,142156.42314049587,2,3,4,143973.2558139535,175202.21953255427,102000,2056,55,55,1.0,0
80,191004.99478714162,94.0,7819,164754.81837837838,180183.74675819985,176938.0475285171,128219.7,184495.49206349207,166703.38461538462,6,5,171483.95617879054,175942.37962962964,168112.38732394367,156958.24311926606,0.0,3,3,149805.714511041,3,3,206643.42081447964,161573.06818181818,422,480,3,1,186810.63745318353,1117,3,1,3,6,183429.14705882352,3,134091.16279069768,1976.0,142156.42314049587,2,3,3,173401.8366219416,146526.62376237623,107000,2146,34,34,2.0,144
20,191004.99478714162,70.0,10150,164754.81837837838,180183.74675819985,176938.0475285171,145847.08,142475.4814814815,175985.4779614325,5,5,171483.95617879054,149841.64563106795,148386.0659898477,156958.24311926606,1.0,3,3,149805.714511041,3,3,165652.29590766,146889.24812030076,456,456,5,1,122196.89361702128,912,2,1,3,5,183429.14705882352,0,202892.65632183908,1958.0,202068.86966824645,1,3,7,143973.2558139535,175202.21953255427,114500,1824,49,49,1.0,0
20,191004.99478714162,110.0,14226,164754.81837837838,180183.74675819985,181623.4258555133,316270.6233766234,184495.49206349207,175985.4779614325,8,5,218876.93356643355,213732.90097087377,214432.46031746033,204691.87191011236,375.0,4,3,225230.44204018547,4,3,206643.42081447964,170670.57674418605,0,1935,4,1,186810.63745318353,1973,3,1,4,9,183429.14705882352,4,202892.65632183908,2006.0,240052.6903409091,3,3,7,274945.41803278687,272291.752,395000,3908,1,1,2.0,360
120,126316.83027522935,32.0,4500,164754.81837837838,180183.74675819985,177934.5744680851,156270.1224489796,184495.49206349207,175985.4779614325,6,5,218876.93356643355,213732.90097087377,214432.46031746033,204691.87191011236,320.0,3,3,225230.44204018547,5,3,165652.29590766,235413.72009569377,866,338,5,1,186810.63745318353,1204,2,1,3,5,183429.14705882352,0,202892.65632183908,1998.0,240052.6903409091,2,3,6,173401.8366219416,175202.21953255427,162000,2408,11,11,3.0,247
20,191004.99478714162,86.0,11210,206101.6652892562,180183.74675819985,176938.0475285171,197965.77333333335,184495.49206349207,175985.4779614325,7,5,171483.95617879054,213732.90097087377,214432.46031746033,204691.87191011236,240.0,4,3,225230.44204018547,4,3,206643.42081447964,235413.72009569377,20,1594,5,1,186810.63745318353,1614,3,1,4,7,183429.14705882352,0,202892.65632183908,2005.0,202068.86966824645,3,3,7,274945.41803278687,272291.752,221500,3228,1,0,2.0,203
20,191004.99478714162,100.0,13350,206101.6652892562,180183.74675819985,176938.0475285171,136793.13513513515,184495.49206349207,175985.4779614325,5,5,218876.93356643355,163077.45045045044,168112.38732394367,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,161573.06818181818,762,102,3,1,186810.63745318353,894,3,1,3,5,183429.14705882352,2,202892.65632183908,1974.0,142156.42314049587,2,3,6,173401.8366219416,175202.21953255427,142500,1758,32,32,2.0,241
90,180921.11594267408,60.0,8400,164754.81837837838,180183.74675819985,176938.0475285171,186555.7966101695,142475.4814814815,175985.4779614325,5,5,171483.95617879054,175942.37962962964,168112.38732394367,204691.87191011236,320.0,3,3,107365.74413017371,0,0,107938.34210526316,105652.8918918919,0,0,3,1,186810.63745318353,2020,4,2,3,10,183429.14705882352,3,134091.16279069768,1977.0,142156.42314049587,2,3,10,173401.8366219416,175202.21953255427,144000,2020,30,30,2.0,0
90,191004.99478714162,78.0,10530,164754.81837837838,180183.74675819985,176938.0475285171,156270.1224489796,184495.49206349207,135074.48648648648,6,5,171483.95617879054,175942.37962962964,180921.19589041118,204691.87191011236,90.0,3,3,149805.714511041,4,3,257689.80597014926,235413.72009569377,975,0,3,1,186810.63745318353,1004,2,1,3,4,183429.14705882352,0,202892.65632183908,1977.0,142156.42314049587,2,3,5,173401.8366219416,175202.21953255427,135000,1979,29,29,2.0,0
20,191004.99478714162,63.0,7875,164754.81837837838,180183.74675819985,176938.0475285171,192854.50632911394,184495.49206349207,175985.4779614325,7,5,171483.95617879054,163077.45045045044,167661.5652173913,204691.87191011236,38.0,3,3,225230.44204018547,4,4,165652.29590766,170670.57674418605,0,1237,4,1,186810.63745318353,1253,3,1,3,6,183429.14705882352,3,202892.65632183908,1995.0,240052.6903409091,2,3,6,173401.8366219416,175202.21953255427,176000,2490,12,11,2.0,241
60,191004.99478714162,65.0,7153,164754.81837837838,180183.74675819985,176938.0475285171,186555.7966101695,184495.49206349207,210051.76404494382,6,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,4,4,225230.44204018547,4,3,165652.29590766,161573.06818181818,387,374,5,1,186810.63745318353,1603,3,1,4,7,183429.14705882352,0,202892.65632183908,1992.0,202068.86966824645,2,3,7,173401.8366219416,175202.21953255427,175900,2364,14,14,2.5,124
20,191004.99478714162,67.0,16285,239833.36585365853,180183.74675819985,176938.0475285171,197965.77333333335,184495.49206349207,175985.4779614325,7,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,4,3,225230.44204018547,4,3,165652.29590766,170670.57674418605,0,1413,5,1,186810.63745318353,1430,3,1,4,6,183429.14705882352,0,202892.65632183908,2001.0,202068.86966824645,2,3,6,173401.8366219416,175202.21953255427,187100,2843,8,7,2.0,33
85,191004.99478714162,73.0,9101,206101.6652892562,180183.74675819985,181623.4258555133,156270.1224489796,184495.49206349207,135074.48648648648,5,6,171483.95617879054,175942.37962962964,168112.38732394367,204691.87191011236,104.0,3,4,225230.44204018547,4,3,206643.42081447964,235413.72009569377,1097,0,5,1,186810.63745318353,1110,1,1,4,4,183429.14705882352,3,202892.65632183908,1978.0,240052.6903409091,2,3,7,173401.8366219416,175202.21953255427,165500,2207,31,31,2.0,333
75,126316.83027522935,35.0,6300,164754.81837837838,180183.74675819985,176938.0475285171,128225.30088495575,184495.49206349207,180921.19589040874,6,6,171483.95617879054,149841.64563106795,161328.94736842104,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,170670.57674418605,0,742,5,1,186810.63745318353,1484,3,1,3,9,183429.14705882352,4,103317.28395061729,0.0,103317.28395061729,0,0,6,173401.8366219416,175202.21953255427,128000,2226,94,7,2.0,425
20,191004.99478714162,80.0,9790,164754.81837837838,180183.74675819985,176938.0475285171,189050.0684931507,142475.4814814815,175985.4779614325,6,5,171483.95617879054,194573.0,148386.0659898477,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,146889.24812030076,251,491,3,1,186810.63745318353,1342,3,1,3,7,183429.14705882352,4,202892.65632183908,1967.0,142156.42314049587,2,3,9,173401.8366219416,175202.21953255427,161500,2714,42,42,2.0,197
50,126316.83027522935,60.0,10800,164754.81837837838,180183.74675819985,176938.0475285171,128225.30088495575,135091.66666666666,143116.74025974027,5,6,171483.95617879054,149422.17727272728,149803.17289719626,156958.24311926606,0.0,3,4,225230.44204018547,2,3,165652.29590766,151852.7027027027,686,0,3,1,186810.63745318353,1652,4,1,3,7,183429.14705882352,0,134091.16279069768,1961.0,142156.42314049587,1,3,6,173401.8366219416,175202.21953255427,139000,2338,95,60,3.0,196
60,191004.99478714162,76.0,10142,206101.6652892562,180183.74675819985,176938.0475285171,186555.7966101695,184495.49206349207,210051.76404494382,7,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,4,3,225230.44204018547,4,3,165652.29590766,235413.72009569377,656,300,5,1,186810.63745318353,2084,4,1,4,8,183429.14705882352,0,254751.73863636365,2004.0,202068.86966824645,2,3,1,173401.8366219416,175202.21953255427,233000,3040,6,6,3.5,45
20,126316.83027522935,50.0,6000,164754.81837837838,180183.74675819985,181623.4258555133,128225.30088495575,184495.49206349207,175985.4779614325,4,7,171483.95617879054,149422.17727272728,149803.17289719626,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,170670.57674418605,0,901,5,1,186810.63745318353,901,2,1,3,4,183429.14705882352,0,134091.16279069768,1954.0,142156.42314049587,1,2,8,173401.8366219416,175202.21953255427,107900,1802,54,8,1.0,0
60,191004.99478714162,80.0,12205,206101.6652892562,203661.11111111112,176938.0475285171,212565.42857134558,184495.49206349207,210051.76404494382,6,8,171483.95617879054,163077.45045045044,167661.5652173913,204691.87191011236,157.0,3,3,149805.714511041,3,2,257689.80597014926,151852.7027027027,568,264,4,1,186810.63745318353,2087,5,1,4,9,183429.14705882352,0,202892.65632183908,1966.0,240052.6903409091,2,3,7,173401.8366219416,175202.21953255427,187500,2919,41,0,2.5,301
120,191004.99478714162,43.0,3182,164754.81837837838,180183.74675819985,176938.0475285171,180921.82917644543,184495.49206349207,175985.4779614325,7,5,171483.95617879054,213732.90097087377,214432.46031746033,204691.87191011236,11.0,4,3,225230.44204018547,4,3,165652.29590766,235413.72009569377,16,1129,5,1,186810.63745318353,1145,2,1,4,5,183429.14705882352,4,202892.65632183908,2005.0,240052.6903409091,2,3,9,173401.8366219416,175202.21953255427,160200,2290,4,3,2.0,116
80,191004.99478714162,73.0,11333,206101.6652892562,180183.74675819985,181623.4258555133,156270.1224489796,184495.49206349207,166703.38461538462,6,5,171483.95617879054,163077.45045045044,167661.5652173913,156958.24311926606,0.0,3,3,225230.44204018547,4,3,206643.42081447964,161573.06818181818,539,490,3,1,186810.63745318353,1062,3,1,3,5,183429.14705882352,3,202892.65632183908,1976.0,202068.86966824645,2,3,5,173401.8366219416,175202.21953255427,146800,2091,31,31,2.0,120
60,191004.99478714162,92.0,9920,206101.6652892562,180183.74675819985,223854.6170212766,335295.31707317074,184495.49206349207,210051.76404494382,7,5,171483.95617879054,149422.17727272728,149803.17289719626,156958.24311926606,0.0,4,3,225230.44204018547,4,3,206643.42081447964,235413.72009569377,862,255,5,1,186810.63745318353,2013,3,1,3,8,183429.14705882352,3,202892.65632183908,1997.0,142156.42314049587,2,3,6,173401.8366219416,175202.21953255427,269790,3130,11,10,3.5,310
20,191004.99478714162,76.0,9158,164754.81837837838,180183.74675819985,176938.0475285171,225379.83720930232,184495.49206349207,175985.4779614325,8,5,171483.95617879054,231690.65573770492,230093.83333333334,265583.625,140.0,4,3,225230.44204018547,4,3,206643.42081447964,170670.57674418605,0,1496,5,1,186810.63745318353,1496,3,1,4,7,183429.14705882352,0,202892.65632183908,2007.0,240052.6903409091,2,3,6,274945.41803278687,272291.752,225000,2992,0,0,2.0,298
60,191004.99478714162,65.0,10832,206101.6652892562,180183.74675819985,181623.4258555133,192854.50632911394,184495.49206349207,210051.76404494382,7,5,171483.95617879054,149422.17727272728,149803.17289719626,156958.24311926606,0.0,4,3,225230.44204018547,4,3,165652.29590766,170670.57674418605,0,712,5,1,186810.63745318353,1895,3,1,4,7,183429.14705882352,3,202892.65632183908,1994.0,240052.6903409091,2,3,10,173401.8366219416,175202.21953255427,194500,2607,14,12,2.5,189
60,191004.99478714162,70.0,8400,164754.81837837838,180183.74675819985,176938.0475285171,186555.7966101695,184495.49206349207,210051.76404494382,6,6,171483.95617879054,163077.45045045044,167661.5652173913,204691.87191011236,130.0,3,3,149805.714511041,4,3,165652.29590766,170670.57674418605,0,650,3,1,186810.63745318353,1564,3,1,3,7,183429.14705882352,3,202892.65632183908,1980.0,142156.42314049587,2,3,4,173401.8366219416,175202.21953255427,171000,2214,30,29,2.5,254
20,191004.99478714162,71.0,8197,164754.81837837838,180183.74675819985,176938.0475285171,136793.13513513515,184495.49206349207,175985.4779614325,6,5,171483.95617879054,175942.37962962964,168112.38732394367,204691.87191011236,148.0,3,3,149805.714511041,3,3,165652.29590766,170670.57674418605,0,660,5,1,186810.63745318353,1285,3,1,3,7,183429.14705882352,3,202892.65632183908,1977.0,202068.86966824645,2,3,4,173401.8366219416,175202.21953255427,143500,1945,30,30,1.5,138
20,191004.99478714162,57.0,7677,164754.81837837838,180183.74675819985,176938.0475285171,145847.08,184495.49206349207,175985.4779614325,5,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,149493.6554054054,570,203,4,1,186810.63745318353,773,2,1,3,4,183429.14705882352,0,202892.65632183908,1953.0,142156.42314049587,1,3,4,173401.8366219416,146526.62376237623,110000,1546,55,55,1.0,0
60,191004.99478714162,104.0,13518,164754.81837837838,180183.74675819985,176938.0475285171,316270.6233766234,184495.49206349207,210051.76404494382,9,5,218876.93356643355,213732.90097087377,214432.46031746033,265583.625,860.0,5,3,225230.44204018547,5,3,165652.29590766,170670.57674418605,0,1926,5,1,186810.63745318353,3140,4,1,5,11,183429.14705882352,4,254751.73863636365,2009.0,240052.6903409091,3,3,7,274945.41803278687,272291.752,485000,5066,1,0,3.5,222
50,191004.99478714162,60.0,7200,164754.81837837838,180183.74675819985,181623.4258555133,142591.3622146014,142475.4814814815,143116.74025974027,5,7,171483.95617879054,149841.64563106795,148386.0659898477,204691.87191011236,252.0,3,3,132291.07534246575,4,3,165652.29590766,161573.06818181818,569,162,5,1,186810.63745318353,1768,3,1,4,7,183429.14705882352,3,134091.16279069768,1939.0,142156.42314049587,1,3,6,173401.8366219416,175202.21953255427,175000,2499,70,57,2.5,264
60,191004.99478714162,79.0,12798,206101.6652892562,231533.94,176938.0475285171,212565.42857134558,142475.4814814815,210051.76404494382,6,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,3,3,225230.44204018547,4,3,257689.80597014926,235413.72009569377,462,154,4,1,186810.63745318353,1688,4,1,4,8,183429.14705882352,0,202892.65632183908,1997.0,202068.86966824645,2,3,5,173401.8366219416,175202.21953255427,200000,2304,11,11,3.5,702
30,126316.83027522935,40.0,4800,164754.81837837838,180183.74675819985,176938.0475285171,100123.78378378379,184495.49206349207,175985.4779614325,4,7,171483.95617879054,149422.17727272728,149803.17289719626,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,151852.7027027027,197,999,5,1,122196.89361702128,1196,2,1,3,5,183429.14705882352,0,134091.16279069768,1957.0,142156.42314049587,2,3,7,173401.8366219416,175202.21953255427,109900,2392,91,17,2.0,0
60,191004.99478714162,63.0,8199,164754.81837837838,180183.74675819985,176938.0475285171,197965.77333333335,184495.49206349207,210051.76404494382,7,5,171483.95617879054,150655.07698546007,161328.94736842104,156958.24311926606,0.0,4,3,225230.44204018547,4,3,206643.42081447964,235413.72009569377,648,80,5,1,186810.63745318353,1456,3,1,4,7,183429.14705882352,4,202892.65632183908,2005.0,240052.6903409091,2,3,10,173401.8366219416,175202.21953255427,189000,2184,3,3,3.5,54
60,191004.99478714162,107.0,13891,164754.81837837838,180183.74675819985,176938.0475285171,316270.6233766234,184495.49206349207,210051.76404494382,9,5,218876.93356643355,213732.90097087377,214432.46031746033,265583.625,424.0,5,3,225230.44204018547,5,3,257689.80597014926,170670.57674418605,0,1734,5,1,186810.63745318353,2822,4,1,5,12,183429.14705882352,4,254751.73863636365,2009.0,202068.86966824645,3,3,1,274945.41803278687,272291.752,582933,4556,1,0,3.5,414
20,191004.99478714162,75.0,9000,164754.81837837838,180183.74675819985,176938.0475285171,145847.08,184495.49206349207,175985.4779614325,5,5,171483.95617879054,149841.64563106795,148386.0659898477,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,151852.7027027027,812,124,3,1,186810.63745318353,1128,2,1,3,5,146385.48387096773,0,202892.65632183908,1954.0,142156.42314049587,1,3,6,173401.8366219416,165260.59794520546,118000,2064,52,52,1.0,0
20,191004.99478714162,91.0,12274,206101.6652892562,180183.74675819985,177934.5744680851,225379.83720930232,184495.49206349207,175985.4779614325,7,5,171483.95617879054,213732.90097087377,214432.46031746033,265583.625,256.0,4,3,225230.44204018547,4,3,165652.29590766,170670.57674418605,0,1417,5,1,186810.63745318353,1428,3,1,5,6,183429.14705882352,0,202892.65632183908,2008.0,202068.86966824645,2,3,7,274945.41803278687,272291.752,227680,2845,0,0,2.0,60
80,191004.99478714162,75.0,9750,164754.81837837838,180183.74675819985,176938.0475285171,145847.08,184495.49206349207,166703.38461538462,5,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,3,3,225230.44204018547,3,3,206643.42081447964,161573.06818181818,400,100,4,1,186810.63745318353,980,3,1,3,6,183429.14705882352,0,202892.65632183908,1967.0,240052.6903409091,1,3,10,173401.8366219416,175202.21953255427,135500,1960,39,39,2.0,68
70,191004.99478714162,144.0,21384,164754.81837837838,180183.74675819985,176938.0475285171,124834.05172413793,184495.49206349207,210051.76404494382,5,6,171483.95617879054,149841.64563106795,148386.0659898477,156958.24311926606,0.0,3,3,149805.714511041,3,3,257689.80597014926,235413.72009569377,1309,15,5,1,186810.63745318353,1576,3,1,4,6,183429.14705882352,3,202892.65632183908,1923.0,202068.86966824645,2,3,5,173401.8366219416,175202.21953255427,223500,2900,86,5,3.5,312
80,191004.99478714162,85.0,13400,164754.81837837838,180183.74675819985,176938.0475285171,145847.08,184495.49206349207,166703.38461538462,5,5,171483.95617879054,213732.90097087377,214432.46031746033,204691.87191011236,1047.0,3,3,149805.714511041,3,3,206643.42081447964,161573.06818181818,516,380,3,1,186810.63745318353,1086,3,1,3,6,183429.14705882352,4,202892.65632183908,1966.0,202068.86966824645,2,3,6,173401.8366219416,175202.21953255427,159950,2110,40,40,2.0,0
75,126316.83027522935,90.0,8100,164754.81837837838,180183.74675819985,181623.4258555133,128225.30088495575,184495.49206349207,180921.19589040874,5,5,218876.93356643355,144153.37294520548,147490.87294520548,156958.24311926606,0.0,3,3,225230.44204018547,3,3,165652.29590766,170670.57674418605,0,849,3,0,122196.89361702128,2138,2,3,3,11,183429.14705882352,0,134091.16279069768,1910.0,142156.42314049587,2,2,11,173401.8366219416,175202.21953255427,106000,2987,111,44,2.0,196
20,191004.99478714162,78.0,10140,164754.81837837838,180183.74675819985,176938.0475285171,189050.0684931507,184495.49206349207,175985.4779614325,6,6,218876.93356643355,163077.45045045044,167661.5652173913,204691.87191011236,99.0,3,3,149805.714511041,3,3,165652.29590766,161573.06818181818,663,0,2,1,186810.63745318353,1309,3,1,4,5,183429.14705882352,2,202892.65632183908,1974.0,202068.86966824645,2,3,1,173401.8366219416,175202.21953255427,181000,2349,32,7,2.5,265
120,126316.83027522935,70.0,4438,164754.81837837838,180183.74675819985,176938.0475285171,197965.77333333335,184495.49206349207,175985.4779614325,6,5,171483.95617879054,213732.90097087377,214432.46031746033,204691.87191011236,169.0,4,3,225230.44204018547,4,3,257689.80597014926,235413.72009569377,662,186,5,1,186810.63745318353,848,1,1,4,4,183429.14705882352,4,202892.65632183908,2004.0,240052.6903409091,2,3,6,180921.19589041095,175202.21953255427,144500,1696,4,4,2.0,140
20,180921.1958904106,66.0,8712,164754.81837837838,143104.07936507938,176938.0475285171,100123.78378378379,184495.49206349207,175985.4779614325,5,5,218876.93356643355,149841.64563106795,148386.0659898477,156958.24311926606,0.0,2,3,149805.714511041,3,3,206643.42081447964,170670.57674418605,0,540,3,0,122196.89361702128,1044,2,1,2,4,183429.14705882352,0,180220.2185336898,1952.0,142156.42314049587,2,3,6,173401.8366219416,180921.19589037544,55993,1584,58,58,1.0,0
20,191004.99478714162,75.0,9750,164754.81837837838,180183.74675819985,176938.0475285171,145847.08,184495.49206349207,175985.4779614325,6,6,171483.95617879054,149422.17727272728,149803.17289719626,204691.87191011236,243.0,3,3,149805.714511041,3,3,165652.29590766,146889.24812030076,608,834,4,1,186810.63745318353,1442,4,1,3,7,183429.14705882352,0,202892.65632183908,1958.0,202068.86966824645,1,3,4,143973.2558139535,175202.21953255427,157900,2884,49,49,1.5,275
50,191004.99478714162,45.0,8248,164754.81837837838,180183.74675819985,176938.0475285171,128219.7,184495.49206349207,143116.74025974027,5,7,171483.95617879054,162990.00103601936,155905.15389771576,156958.24311926606,0.0,3,3,132291.07534246575,3,3,165652.29590766,170670.57674418605,0,686,4,1,186810.63745318353,1250,3,1,2,7,183429.14705882352,0,134091.16279069768,1955.0,142156.42314049587,1,3,7,173401.8366219416,175202.21953255427,116000,1936,88,56,2.0,303
20,191004.99478714162,48.0,12137,239833.36585365853,180183.74675819985,223854.6170212766,197965.77333333335,184495.49206349207,175985.4779614325,7,5,171483.95617879054,213732.90097087377,214432.46031746033,204691.87191011236,442.0,3,3,225230.44204018547,4,3,165652.29590766,170670.57674418605,0,1649,5,1,186810.63745318353,1661,3,1,4,6,183429.14705882352,0,202892.65632183908,1998.0,202068.86966824645,2,3,5,173401.8366219416,175202.21953255427,224900,3310,12,12,2.0,34
20,191004.99478714162,73.0,11425,206101.6652892562,180183.74675819985,181623.4258555133,145847.08,184495.49206349207,175985.4779614325,5,6,171483.95617879054,194573.0,195817.99913930017,156958.24311926606,0.0,3,3,149805.714511041,3,3,165652.29590766,149493.6554054054,486,522,4,1,186810.63745318353,1008,2,1,3,4,183429.14705882352,4,202892.65632183908,1954.0,202068.86966824645,1,3,7,173401.8366219416,175202.21953255427,137000,2016,52,52,1.0,120
20,191004.99478714162,73.0,13265,206101.6652892562,180183.74675819985,223854.6170212766,156270.1224489796,184495.49206349207,175985.4779614325,8,5,218876.93356643355,231690.65573770492,230093.83333333334,204691.87191011236,148.0,4,3,225230.44204018547,4,3,165652.29590766,235413.72009569377,1218,350,5,1,186810.63745318353,1689,3,1,4,7,183429.14705882352,4,202892.65632183908,2002.0,202068.86966824645,3,3,7,173401.8366219416,175202.21953255427,271000,3257,6,6,3.0,209
80,191004.99478714162,80.0,8816,164754.81837837838,180183.74675819985,176938.0475285171,212565.42857134558,184495.49206349207,166703.38461538462,6,7,171483.95617879054,163077.45045045044,167661.5652173913,204691.87191011236,80.0,3,3,149805.714511041,3,3,206643.42081447964,235413.72009569377,504,506,4,1,186810.63745318353,1052,3,1,3,6,183429.14705882352,0,202892.65632183908,1971.0,142156.42314049587,2,3,6,173401.8366219416,175202.21953255427,155000,2062,39,39,2.0,0
120,191004.99478714162,44.0,6371,206101.6652892562,180183.74675819985,176938.0475285171,316270.6233766234,184495.49206349207,175985.4779614325,7,5,171483.95617879054,213732.90097087377,214432.46031746033,265583.625,128.0,4,3,225230.44204018547,4,3,192789.65789473685,235413.72009569377,733,625,5,1,186810.63745318353,1358,2,1,4,6,183429.14705882352,4,202892.65632183908,2010.0,202068.86966824645,2,3,6,274945.41803278687,272291.752,224000,2716,1,0,3.0,227
60,191004.99478714162,72.0,7226,206101.6652892562,180183.74675819985,223854.6170212766,197965.77333333335,184495.49206349207,210051.76404494382,7,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,4,3,225230.44204018547,4,3,165652.29590766,170670.57674418605,0,798,5,1,186810.63745318353,1640,3,1,4,6,183429.14705882352,0,202892.65632183908,2003.0,202068.86966824645,2,3,6,173401.8366219416,175202.21953255427,183000,2438,5,5,2.5,45
20,126316.83027522935,60.0,6000,164754.81837837838,143104.07936507938,176938.0475285171,128225.30088495575,184495.49206349207,175985.4779614325,4,4,171483.95617879054,149422.17727272728,149803.17289719626,156958.24311926606,0.0,2,3,149805.714511041,2,3,165652.29590766,170670.57674418605,0,936,3,0,186810.63745318353,936,2,1,3,4,144240.64705882352,0,134091.16279069768,1974.0,142156.42314049587,2,3,2,173401.8366219416,175202.21953255427,93000,1872,56,56,1.0,144
60,191004.99478714162,65.0,12394,206101.6652892562,180183.74675819985,181623.4258555133,192854.50632911394,184495.49206349207,210051.76404494382,7,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,4,3,225230.44204018547,4,3,257689.80597014926,170670.57674418605,0,847,5,1,186810.63745318353,1733,3,1,4,7,183429.14705882352,4,254751.73863636365,2003.0,240052.6903409091,2,3,10,173401.8366219416,165260.59794520546,225000,2580,4,4,2.5,148
50,191004.99478714162,60.0,9900,164754.81837837838,180183.74675819985,176938.0475285171,142591.3622146014,184495.49206349207,143116.74025974027,6,7,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,3,3,132291.07534246575,3,3,165652.29590766,170670.57674418605,0,778,3,1,186810.63745318353,1489,3,1,3,7,183429.14705882352,4,134091.16279069768,1940.0,142156.42314049587,1,3,7,173401.8366219416,175202.21953255427,139500,2267,69,59,2.0,335
20,214014.06153846154,81.0,11216,164754.81837837838,180183.74675819985,176938.0475285171,225379.83720930232,184495.49206349207,175985.4779614325,8,5,171483.95617879054,213732.90097087377,214432.46031746033,156958.24311926606,0.0,4,3,225230.44204018547,4,4,165652.29590766,170670.57674418605,0,1489,5,1,186810.63745318353,1489,3,1,4,7,183429.14705882352,4,202892.65632183908,2006.0,202068.86966824645,2,3,6,274945.41803278687,272291.752,232600,2978,0,0,2.0,140
20,191004.99478714162,114.0,14803,164754.81837837838,180183.74675819985,176938.0475285171,316270.6233766234,182101.39213365893,175985.4779614325,10,5,218876.93356643355,231690.65573770492,230093.83333333334,204691.87191011236,816.0,5,3,225230.44204018547,5,3,206643.42081447964,235413.72009569377,1636,442,5,1,186810.63745318353,2084,2,1,5,7,183429.14705882352,4,202892.65632183908,2007.0,240052.6903409091,3,3,6,274945.41803278687,272291.752,385000,4162,1,0,3.0,233
